"","TransactionID","ClassDesc","DeptDesc","Brand","Units"
"3391161",-1115202915,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3391421",-1115205088,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3393916",-1115152428,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3394562",-1115202507,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3394955",-1115173902,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3395115",-1115205162,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3395267",-1115249142,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3395658",-1115232725,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3396305",-1115241489,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3396761",-1115197404,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3397100",-1115269226,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3397158",-1115223107,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3397391",-1115204462,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3397929",-1115223870,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3398370",-1115270436,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3398423",-1115221912,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3398432",-1115224486,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3398953",-1115241219,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3399556",-1112061981,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3399970",-1115249261,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3401549",-1115270871,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3402168",-1115270992,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3402628",-1115270132,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3402665",-1112061921,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3402759",-1115205031,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3402871",-1115261595,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3403609",-1115269338,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3404252",-1112062181,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3405119",-1112062206,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3405348",-1115271620,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3405441",-1115249443,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3406500",-1115269323,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3406975",-1115248610,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3407299",-1112064770,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3407375",-1112065374,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3407707",-1112062239,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3408434",-1112064692,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3410647",-1115204248,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3412333",-1115210457,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3413447",-1115194716,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3413670",-1115207904,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3416092",-1115208120,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3417764",-1115266521,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3419379",-1115226126,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3421002",-1115280892,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3422380",-1115270813,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3422985",-1115256171,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3423378",-1115210396,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3425344",-1115208443,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3426677",-1115266759,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3427135",-1115229408,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3427189",-1115280822,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3427580",-1115306281,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3428830",-1115285945,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3428961",-1115266594,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3429672",-1115270820,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3430195",-1115220091,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3430408",-1115287537,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3431173",-1115286308,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3431791",-1115311983,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3432056",-1115311919,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3432895",-1115270706,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3432931",-1115285641,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3434362",-1115256315,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3435801",-1115306338,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3436277",-1115339523,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3438263",-1115340396,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3441038",-1115340484,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3441170",-1115311805,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3441212",-1112142516,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3441877",-1110181921,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3442041",-1112139615,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3442125",-1115340518,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3442464",-1115160049,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3443852",-1112133858,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3446129",-1115339116,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3448049",-1112139857,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3448265",-1115117943,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3448869",-1115162232,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3449255",-1112136104,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3450591",-1115177658,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3451406",-1115140136,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3453180",-1115162262,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3453283",-1115165044,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3453698",-1115134577,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3454072",-1115185342,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3454668",-1115177264,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3455706",-1115165049,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3456608",-1115177271,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3456617",-1115185318,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3456644",-1115161737,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3457083",-1115177699,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3457381",-1115178220,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3458041",-1115162064,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3459557",-1115117860,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3460297",-1115193650,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3460916",-1115160309,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3462425",-1115220494,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3463213",-1115220302,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3464121",-1115185291,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3465231",-1115275080,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3466080",-1115220413,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3466716",-1115276308,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3466767",-1115243728,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3467197",-1115243648,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3467331",-1115247940,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3467441",-1112089412,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3467905",-1115238440,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3468166",-1115275249,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3468693",-1112083716,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3469340",-1115267405,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3470043",-1112083940,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3470509",-1115275114,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3470824",-1112089826,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3471094",-1112083977,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3471953",-1112083695,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3472032",-1115267138,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3473102",-1115267581,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3473689",-1112089394,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3474051",-1112083630,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3474146",-1112083825,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3474426",-1112114375,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3476340",-1115120818,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3476405",-1115097503,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3476472",-1112090416,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3477380",-1112079251,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3477663",-1115079037,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3478560",-1115090543,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3479371",-1112090061,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3480199",-1115164462,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3480286",-1115164501,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3481183",-1115224791,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3481669",-1115183981,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3482533",-1115154508,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3483815",-1115199350,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3483996",-1115164569,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3484405",-1115189899,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3484473",-1115234168,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3484967",-1115164566,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3485692",-1115155592,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3486179",-1115150487,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3486634",-1115164443,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3486970",-1115138611,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3487804",-1115185128,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3487897",-1115164463,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3490430",-1112120020,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3490954",-1115249935,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3491003",-1115159182,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3491587",-1115164475,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3491660",-1115250013,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3492497",-1112119816,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3492532",-1115226276,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3493976",-1112195546,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3494923",-1115270208,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3495079",-1115200617,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3495506",-1115224856,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3495726",-1112131856,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3496413",-1115146836,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3496461",-1115216483,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3496767",-1115139200,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3496807",-1112120515,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3497364",-1115201149,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3497791",-1112120252,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3498428",-1115161432,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3498549",-1115234739,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3498887",-1112189004,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3498909",-1112195621,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3499988",-1112120399,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3500155",-1112139359,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3501861",-1112131698,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3502454",-1115139042,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3503758",-1112202346,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3503916",-1112195676,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3504779",-1115139194,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3505421",-1115179250,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3505551",-1115179262,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3506111",-1112195707,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3506341",-1115158331,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3508403",-1115158042,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3508582",-1115248962,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3508920",-1112139368,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3509390",-1115218768,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3509452",-1115243924,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3509894",-1115221387,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3510871",-1115179238,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3511059",-1112175503,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3511142",-1112195715,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3512124",-1115158679,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3512521",-1115139149,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3512686",-1115139046,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3516775",-1115243983,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3517266",-1112202382,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3517482",-1115182293,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3518033",-1115179461,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3518131",-1115182847,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3518737",-1115204891,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3519937",-1115158236,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"3520738",-1115195522,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3520827",-1115292424,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3522100",-1115161541,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3522457",-1115287707,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3522758",-1115182098,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3524145",-1115289251,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3525494",-1112120998,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3526281",-1112135985,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3526747",-1112104328,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3527321",-1115309404,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3527900",-1112121014,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3528369",-1115238335,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3528457",-1112120858,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3529154",-1112120666,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3529519",-1112107152,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3529626",-1115279821,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3529856",-1115134884,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3531277",-1112120835,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3532717",-1112120704,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3536373",-1115130895,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3537520",-1115130648,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3537941",-1115130641,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3538747",-1115130634,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3539889",-1115170773,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3540511",-1115193535,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3540846",-1115148523,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3541250",-1115130787,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3541457",-1115208985,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3542723",-1115177174,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3543573",-1115193755,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3544115",-1115253501,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3546642",-1115227215,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3547223",-1115131978,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3548271",-1115216543,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"3548671",-1115252567,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3548672",-1115252524,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3549192",-1115252596,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3549896",-1115227021,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3550196",-1115171893,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3554677",-1115284781,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",9
"3554764",-1115253022,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3555162",-1115285250,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3555514",-1115170944,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3555885",-1115253318,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3556419",-1115284458,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3556472",-1115284617,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3556518",-1115216258,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3557130",-1115284659,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3557536",-1115238850,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3557762",-1115285085,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3558434",-1112046900,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3558882",-1112042699,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3559114",-1112046912,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3561213",-1112065474,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3561301",-1112065109,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3561412",-1112042787,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"3561643",-1112065400,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3561860",-1112065610,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3563782",-1115026074,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3567376",-1115017115,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3568266",-1115007053,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3568931",-1114989635,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3569432",-1115042935,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3571093",-1115018878,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3571882",-1115070915,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3572147",-1110223490,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3574875",-1115040327,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3575439",-1115067391,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3575620",-1115069885,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3576350",-1115061522,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3577017",-1110223461,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3577954",-1115071109,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3577963",-1115067695,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3579402",-1110223666,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3581153",-1111964729,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3581608",-1115068936,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3581933",-1115071127,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3583562",-1111989340,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3583733",-1111972236,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3583775",-1111989295,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3584266",-1111989292,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"3585700",-1112030468,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3586474",-1115128187,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3586776",-1115132986,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3587837",-1115127305,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3588158",-1115140427,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3588800",-1115140575,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3589333",-1115104435,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"3592671",-1115140944,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
