"","TransactionID","ClassDesc","DeptDesc","Brand","Units"
"5744909",-1101164575,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5744949",-1104620268,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5745037",-1101159430,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5746142",-1104634673,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5746514",-1104634464,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5746715",-1101159549,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5747855",-1101163195,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5748096",-1101164645,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5748356",-1101231231,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5748476",-1101162680,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5748665",-1101159988,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5748740",-1101159465,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5749540",-1101159458,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5749607",-1104610909,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5750220",-1104633305,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5751065",-1104517021,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5751362",-1101162511,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5752380",-1101160076,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5752931",-1104645055,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5754860",-1104632607,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5755299",-1104598105,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5755565",-1101145374,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5755582",-1104517722,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5755791",-1101144703,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5755833",-1104557892,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5756166",-1101187267,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5756873",-1101164318,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5758155",-1104558091,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5759465",-1104593998,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5759592",-1104504280,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5759771",-1104570119,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5760182",-1104571814,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5760537",-1104599081,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5760783",-1104517548,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5761028",-1104504500,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5761149",-1104570180,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5762309",-1104592839,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5762754",-1104582676,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5763231",-1104531781,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5763404",-1104532494,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5763487",-1104571348,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5763614",-1104593016,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5763680",-1104599337,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5764564",-1104599504,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5764718",-1104606914,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5764838",-1104517138,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5765130",-1104571928,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5765292",-1101160004,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5765816",-1104597599,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5766067",-1104558111,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5766098",-1104548343,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5766942",-1104599616,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5768769",-1104517716,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5769057",-1104632031,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5770739",-1104558346,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5770823",-1104583320,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5771043",-1104560071,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5772683",-1104593698,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5772847",-1104644259,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5773964",-1101153660,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5774399",-1104535912,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5774583",-1104631362,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5774629",-1104644868,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5774863",-1104607254,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5774895",-1101132508,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5775232",-1104630357,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5775307",-1104639373,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"5776812",-1104570394,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5777082",-1101190464,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5777929",-1101145941,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5778170",-1101194436,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5779178",-1101154297,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5779265",-1104599052,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5779392",-1104593026,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5780380",-1104583193,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5780453",-1104607855,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5780801",-1104634174,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5780824",-1101132981,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5780941",-1104629818,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5781505",-1104598830,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5781920",-1104607188,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5783701",-1101196838,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5783949",-1101153619,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5785015",-1104639735,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5785767",-1101145407,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5786722",-1101132182,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5787568",-1104571926,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5788271",-1101194261,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5788634",-1101173907,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5789321",-1101133513,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5789329",-1101146596,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5790227",-1101173874,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5790419",-1104630332,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5791203",-1101154256,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5792112",-1101173714,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5792624",-1101193908,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5792912",-1101133489,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5793152",-1101194315,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5794224",-1101174029,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5794293",-1101173498,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5794858",-1101153584,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5795253",-1101197610,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5796036",-1101153796,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5797091",-1101193992,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5797258",-1104427139,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5798007",-1104460693,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5798168",-1104427158,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5801178",-1104466188,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5803080",-1100979672,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5804400",-1100991318,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5805357",-1101050201,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5808682",-1104302155,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5810194",-1104346278,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5810216",-1104309697,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5812284",-1104309916,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5813620",-1104364464,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5814165",-1104310017,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5814296",-1104345762,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5814889",-1104328542,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5815732",-1104365665,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5815986",-1104367593,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5816498",-1104309948,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5817774",-1104361903,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5818110",-1104362669,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5818172",-1104360485,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5818177",-1104362286,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5818395",-1104353780,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5819973",-1104346288,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5820627",-1104423007,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5821288",-1104408289,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5822449",-1104367550,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5822721",-1104389567,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5823210",-1104290052,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5825590",-1104407850,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5825863",-1104365498,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5826985",-1104388760,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5827249",-1104422956,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5827485",-1104423214,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5828260",-1104290715,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5829781",-1104282002,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5829808",-1104404260,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5830993",-1104311365,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5831740",-1104311826,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5833183",-1104290887,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5836171",-1104310968,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5837572",-1104310905,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5837684",-1104290490,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5838364",-1104396612,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5839320",-1104396300,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5840159",-1104396805,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5842805",-1104396684,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5844364",-1104397109,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5844381",-1104396837,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5845077",-1104396960,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5846419",-1104396506,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5846653",-1104396843,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5847152",-1104404869,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5848465",-1104396846,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5849435",-1100947455,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5849989",-1104434584,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5851793",-1104413542,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5851908",-1104435227,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5852052",-1104434922,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5852181",-1100946007,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5852376",-1100948223,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5852476",-1104397104,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5854877",-1100968930,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5856768",-1104433718,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5856960",-1100968370,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5857135",-1100964124,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5858193",-1100945587,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5860635",-1100968591,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5860675",-1100968624,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5861916",-1101066176,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5862008",-1104358403,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5862732",-1104354986,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5863266",-1104350282,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5863406",-1104415536,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5863863",-1101048662,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5865219",-1104351296,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5866274",-1104423668,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5866715",-1104351298,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5866857",-1104364496,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5866988",-1104352156,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5867595",-1104369773,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5868213",-1104414870,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5868466",-1104356751,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5869090",-1104419739,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5869536",-1104352154,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5870032",-1104351305,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5871971",-1104414147,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5872077",-1104420134,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5872183",-1101048433,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5873369",-1104353341,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5873976",-1104424381,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5874744",-1104414666,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5875220",-1104364963,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5875344",-1104426541,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5875682",-1104383953,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5875958",-1104414586,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5877137",-1104418044,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5877604",-1104364896,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5877764",-1100947093,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5878009",-1104463973,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5878867",-1104418033,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5879111",-1104414419,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5879506",-1104425290,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5880720",-1100951152,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5881660",-1104407147,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5881820",-1104355646,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5882025",-1104414361,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5882206",-1104425624,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5883843",-1100947450,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5884034",-1104460852,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5884563",-1104479834,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5884792",-1104414505,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5885270",-1100951337,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5886799",-1104480379,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5887509",-1100947268,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5887817",-1100988903,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5888330",-1100989663,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5889094",-1100966985,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5889352",-1100989887,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5889439",-1101029615,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5890071",-1100947704,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5891087",-1104484295,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"5892806",-1104491435,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5893085",-1100957488,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5893200",-1100967816,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5895088",-1100957021,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5895687",-1100966383,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5895891",-1100993011,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5896673",-1101029275,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5897461",-1100989794,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5898275",-1100989807,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5898487",-1104333458,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5899029",-1100988971,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5899248",-1101029527,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5899939",-1101022654,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5900275",-1104491642,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5902713",-1104318187,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5903091",-1100957862,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5903844",-1104333975,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5904338",-1101022687,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5904596",-1104337204,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5905506",-1100951342,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5905790",-1104323701,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5905795",-1104325905,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5907164",-1104499395,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5907275",-1101029644,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5908586",-1098817725,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5911506",-1104333150,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5912316",-1104334042,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5913379",-1098817820,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5914201",-1104332728,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",5
"5915200",-1104322768,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5915658",-1101066134,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5917215",-1104338348,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5919542",-1104321222,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5919940",-1104334090,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5920366",-1104322770,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5925780",-1104371284,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5928156",-1104393756,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5929297",-1100987514,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5929354",-1104402193,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5929390",-1104370983,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5930996",-1104326004,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"5932075",-1104471785,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5932170",-1100956617,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5933766",-1104408824,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5934420",-1104339295,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5934724",-1104402390,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5935817",-1104410203,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5936687",-1104391889,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5938135",-1100943761,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5938546",-1104425865,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5938615",-1104429971,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5940826",-1104338582,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5941151",-1104471815,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5941288",-1104425262,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5942198",-1104406621,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5942516",-1104380106,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5943417",-1104466399,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5943768",-1104422436,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5943823",-1104422555,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5945123",-1100996262,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5945727",-1101020872,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5945825",-1100987313,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5947245",-1104471724,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"5947611",-1104400925,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"5948967",-1100996104,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
